date	region_name	region_code	deceased_addition	confirmed_addition	hospitalized_addition	deceased_cumulative	confirmed_cumulative	hospitalized_cumulative
2020-05-17	Groningen	20	0.0	0.0	0.0	15.0	344	74.0
2020-05-17	Limburg	31	2.0	8.0	1.0	704.0	4520	1536.0
2020-05-17	Noord-Brabant	30	0.0	11.0	2.0	1478.0	8655	2724.0
2020-05-17	Noord-Holland	27	5.0	14.0	2.0	766.0	6415	1591.0
2020-05-17	Overijssel	23	0.0	4.0	0.0	293.0	2904	545.0
2020-05-17	Utrecht	26	2.0	16.0	-1.0	391.0	3327	849.0
2020-05-17	Zeeland	29	0.0	1.0	0.0	62.0	635	150.0
2020-05-17	Zuid-Holland	28	0.0	36.0	6.0	1125.0	9309	2064.0
2020-05-18	Drenthe	22	0.0	1.0	0.0	40.0	499	116.0
2020-05-18	Flevoland	24	0.0	2.0	0.0	82.0	881	263.0
2020-05-18	Friesland	21	0.0	1.0	0.0	60.0	598	128.0
2020-05-18	Gelderland	25	3.0	13.0	11.0	650.0	5558	1460.0
2020-05-18	Groningen	20	0.0	0.0	0.0	15.0	344	74.0
2020-05-18	Limburg	31	3.0	11.0	1.0	707.0	4531	1537.0
2020-05-18	Noord-Brabant	30	2.0	18.0	6.0	1480.0	8673	2730.0
2020-05-18	Noord-Holland	27	2.0	16.0	1.0	768.0	6431	1592.0
2020-05-18	Overijssel	23	1.0	1.0	0.0	294.0	2905	545.0
2020-05-18	Utrecht	26	0.0	17.0	0.0	391.0	3344	849.0
2020-05-18	Zeeland	29	1.0	4.0	0.0	63.0	639	150.0
2020-05-18	Zuid-Holland	28	2.0	64.0	8.0	1127.0	9373	2072.0
2020-05-19	Drenthe	22	0.0	0.0	0.0	40.0	499	116.0
2020-05-19	Flevoland	24	0.0	1.0	1.0	82.0	882	264.0
2020-05-19	Friesland	21	0.0	0.0	0.0	60.0	598	128.0
2020-05-19	Gelderland	25	3.0	16.0	6.0	653.0	5574	1466.0
2020-05-19	Groningen	20	0.0	0.0	0.0	15.0	344	74.0
2020-05-19	Limburg	31	0.0	3.0	2.0	707.0	4534	1539.0
2020-05-19	Noord-Brabant	30	3.0	19.0	3.0	1483.0	8692	2733.0
2020-05-19	Noord-Holland	27	1.0	16.0	9.0	769.0	6447	1601.0
2020-05-19	Overijssel	23	0.0	6.0	0.0	294.0	2911	545.0
2020-05-19	Utrecht	26	1.0	10.0	4.0	392.0	3354	853.0
2020-05-19	Zeeland	29	0.0	1.0	0.0	63.0	640	150.0
2020-05-19	Zuid-Holland	28	13.0	35.0	9.0	1140.0	9408	2081.0
2020-05-20	Drenthe	22	0.0	2.0	0.0	40.0	501	116.0
2020-05-20	Flevoland	24	0.0	6.0	-1.0	82.0	888	263.0
2020-05-20	Friesland	21	0.0	2.0	0.0	60.0	600	128.0
2020-05-20	Gelderland	25	1.0	21.0	8.0	654.0	5595	1474.0
2020-05-20	Groningen	20	0.0	0.0	0.0	15.0	344	74.0
2020-05-20	Limburg	31	3.0	4.0	0.0	710.0	4538	1539.0
2020-05-20	Noord-Brabant	30	5.0	29.0	2.0	1488.0	8721	2735.0
2020-05-20	Noord-Holland	27	1.0	30.0	2.0	770.0	6477	1603.0
2020-05-20	Overijssel	23	4.0	8.0	0.0	298.0	2919	545.0
2020-05-20	Utrecht	26	3.0	18.0	1.0	395.0	3372	854.0
2020-05-20	Zeeland	29	0.0	3.0	0.0	63.0	643	150.0
2020-05-20	Zuid-Holland	28	16.0	59.0	2.0	1156.0	9467	2083.0
2020-05-21	Drenthe	22	0.0	0.0	0.0	40.0	501	116.0
2020-05-21	Flevoland	24	0.0	5.0	0.0	82.0	893	263.0
2020-05-21	Friesland	21	0.0	2.0	0.0	60.0	602	128.0
2020-05-21	Gelderland	25	2.0	20.0	1.0	656.0	5615	1475.0
2020-05-21	Groningen	20	0.0	2.0	0.0	15.0	346	74.0
2020-05-21	Limburg	31	3.0	16.0	1.0	713.0	4554	1540.0
2020-05-21	Noord-Brabant	30	1.0	21.0	0.0	1489.0	8742	2735.0
2020-05-21	Noord-Holland	27	4.0	32.0	0.0	774.0	6509	1603.0
2020-05-21	Overijssel	23	1.0	8.0	0.0	299.0	2927	545.0
2020-05-21	Utrecht	26	1.0	25.0	1.0	396.0	3397	855.0
2020-05-21	Zeeland	29	0.0	8.0	0.0	63.0	651	150.0
2020-05-21	Zuid-Holland	28	15.0	87.0	10.0	1171.0	9554	2093.0
2020-05-22	Drenthe	22	0.0	2.0	0.0	40.0	503	116.0
2020-05-22	Flevoland	24	0.0	4.0	1.0	82.0	897	264.0
2020-05-22	Friesland	21	2.0	2.0	2.0	62.0	604	130.0
2020-05-22	Gelderland	25	0.0	29.0	2.0	656.0	5644	1477.0
2020-05-22	Groningen	20	0.0	0.0	0.0	15.0	346	74.0
2020-05-22	Limburg	31	3.0	18.0	1.0	716.0	4572	1541.0
2020-05-22	Noord-Brabant	30	1.0	16.0	0.0	1490.0	8758	2735.0
2020-05-22	Noord-Holland	27	5.0	34.0	-1.0	779.0	6543	1602.0
2020-05-22	Overijssel	23	0.0	7.0	1.0	299.0	2934	546.0
2020-05-22	Utrecht	26	1.0	23.0	0.0	397.0	3420	855.0
2020-05-22	Zeeland	29	1.0	2.0	0.0	64.0	653	150.0
2020-05-22	Zuid-Holland	28	0.0	50.0	3.0	1171.0	9604	2096.0
2020-05-23	Drenthe	22	0.0	3.0	0.0	40.0	506	116.0
2020-05-23	Flevoland	24	0.0	0.0	1.0	82.0	897	265.0
2020-05-23	Friesland	21	0.0	0.0	-1.0	62.0	604	129.0
2020-05-23	Gelderland	25	1.0	24.0	1.0	657.0	5668	1478.0
2020-05-23	Groningen	20	1.0	0.0	0.0	16.0	346	74.0
2020-05-23	Limburg	31	2.0	30.0	3.0	718.0	4602	1544.0
2020-05-23	Noord-Brabant	30	1.0	31.0	2.0	1491.0	8789	2737.0
2020-05-23	Noord-Holland	27	1.0	22.0	0.0	780.0	6565	1602.0
2020-05-23	Overijssel	23	1.0	9.0	0.0	300.0	2943	546.0
2020-05-23	Utrecht	26	2.0	20.0	0.0	399.0	3440	855.0
2020-05-23	Zeeland	29	1.0	4.0	0.0	65.0	657	150.0
2020-05-23	Zuid-Holland	28	13.0	37.0	4.0	1184.0	9641	2100.0
2020-05-24	Drenthe	22	0.0	0.0	0.0	40.0	506	116.0
2020-05-24	Flevoland	24	0.0	2.0	0.0	82.0	899	265.0
2020-05-24	Friesland	21	0.0	1.0	0.0	62.0	605	129.0
2020-05-24	Gelderland	25	0.0	36.0	3.0	657.0	5704	1481.0
2020-05-24	Groningen	20	0.0	0.0	0.0	16.0	346	74.0
2020-05-24	Limburg	31	3.0	7.0	1.0	721.0	4609	1545.0
2020-05-24	Noord-Brabant	30	1.0	24.0	2.0	1492.0	8813	2739.0
2020-05-24	Noord-Holland	27	3.0	12.0	3.0	783.0	6577	1605.0
2020-05-24	Overijssel	23	0.0	7.0	0.0	300.0	2950	546.0
2020-05-24	Utrecht	26	1.0	19.0	1.0	400.0	3459	856.0
2020-05-24	Zeeland	29	0.0	4.0	0.0	65.0	661	150.0
2020-05-24	Zuid-Holland	28	3.0	45.0	3.0	1187.0	9686	2103.0
2020-05-25	Drenthe	22	0.0	1.0	0.0	40.0	507	116.0
2020-05-25	Flevoland	24	0.0	1.0	0.0	82.0	900	265.0
2020-05-25	Friesland	21	0.0	0.0	0.0	62.0	605	129.0
2020-05-25	Gelderland	25	0.0	45.0	0.0	657.0	5749	1481.0
2020-05-25	Groningen	20	0.0	0.0	0.0	16.0	346	74.0
2020-05-25	Limburg	31	0.0	17.0	2.0	721.0	4626	1547.0
2020-05-25	Noord-Brabant	30	0.0	16.0	0.0	1492.0	8829	2739.0
2020-05-25	Noord-Holland	27	3.0	8.0	1.0	786.0	6585	1606.0
2020-05-25	Overijssel	23	2.0	5.0	0.0	302.0	2955	546.0
2020-05-25	Utrecht	26	2.0	20.0	3.0	402.0	3479	859.0
2020-05-25	Zeeland	29	0.0	6.0	0.0	65.0	667	150.0
2020-05-25	Zuid-Holland	28	1.0	50.0	2.0	1188.0	9736	2105.0
2020-05-26	Drenthe	22	0.0	0.0	0.0	40.0	507	116.0
2020-05-26	Flevoland	24	1.0	6.0	1.0	83.0	906	266.0
2020-05-26	Friesland	21	0.0	0.0	0.0	62.0	605	129.0
2020-05-26	Gelderland	25	3.0	28.0	2.0	660.0	5777	1483.0
2020-05-26	Groningen	20	0.0	0.0	0.0	16.0	346	74.0
2020-05-26	Limburg	31	2.0	7.0	1.0	723.0	4633	1548.0
2020-05-26	Noord-Brabant	30	3.0	26.0	0.0	1495.0	8855	2739.0
2020-05-26	Noord-Holland	27	6.0	8.0	2.0	792.0	6593	1608.0
2020-05-26	Overijssel	23	0.0	6.0	0.0	302.0	2961	546.0
2020-05-26	Utrecht	26	0.0	11.0	2.0	402.0	3490	861.0
2020-05-26	Zeeland	29	0.0	1.0	0.0	65.0	668	150.0
2020-05-26	Zuid-Holland	28	11.0	31.0	3.0	1199.0	9767	2108.0
2020-05-27	Drenthe	22	0.0	0.0	0.0	40.0	507	116.0
2020-05-27	Flevoland	24	2.0	5.0	0.0	85.0	911	266.0
2020-05-27	Friesland	21	0.0	1.0	0.0	62.0	606	129.0
2020-05-27	Gelderland	25	1.0	36.0	0.0	661.0	5813	1483.0
2020-05-27	Groningen	20	1.0	0.0	0.0	17.0	346	74.0
2020-05-27	Limburg	31	0.0	5.0	0.0	723.0	4638	1548.0
2020-05-27	Noord-Brabant	30	3.0	21.0	0.0	1498.0	8876	2739.0
2020-05-27	Noord-Holland	27	2.0	30.0	1.0	794.0	6623	1609.0
2020-05-27	Overijssel	23	0.0	6.0	2.0	302.0	2967	548.0
2020-05-27	Utrecht	26	0.0	24.0	1.0	402.0	3514	862.0
2020-05-27	Zeeland	29	0.0	3.0	0.0	65.0	671	150.0
2020-05-27	Zuid-Holland	28	6.0	64.0	3.0	1205.0	9831	2111.0
2020-05-28	Drenthe	22	0.0	0.0	0.0	40.0	507	116.0
2020-05-28	Flevoland	24	2.0	4.0	0.0	87.0	915	266.0
2020-05-28	Friesland	21	0.0	0.0	0.0	62.0	606	129.0
2020-05-28	Gelderland	25	3.0	39.0	1.0	664.0	5852	1484.0
2020-05-28	Groningen	20	0.0	1.0	0.0	17.0	347	74.0
2020-05-28	Limburg	31	6.0	14.0	3.0	729.0	4652	1551.0
2020-05-28	Noord-Brabant	30	7.0	45.0	1.0	1505.0	8921	2740.0
2020-05-28	Noord-Holland	27	2.0	15.0	7.0	796.0	6638	1616.0
2020-05-28	Overijssel	23	2.0	5.0	0.0	304.0	2972	548.0
2020-05-28	Utrecht	26	3.0	21.0	1.0	405.0	3535	863.0
2020-05-28	Zeeland	29	0.0	3.0	0.0	65.0	674	150.0
2020-05-28	Zuid-Holland	28	7.0	39.0	4.0	1212.0	9870	2115.0
2020-05-29	Drenthe	22	0.0	0.0	0.0	40.0	507	116.0
2020-05-29	Flevoland	24	0.0	3.0	0.0	87.0	918	266.0
2020-05-29	Friesland	21	2.0	2.0	0.0	64.0	608	129.0
2020-05-29	Gelderland	25	0.0	44.0	5.0	664.0	5896	1489.0
2020-05-29	Groningen	20	0.0	0.0	0.0	17.0	347	74.0
2020-05-29	Limburg	31	1.0	11.0	0.0	730.0	4663	1551.0
2020-05-29	Noord-Brabant	30	3.0	22.0	1.0	1508.0	8943	2741.0
2020-05-29	Noord-Holland	27	1.0	13.0	0.0	797.0	6651	1616.0
2020-05-29	Overijssel	23	3.0	2.0	0.0	307.0	2974	548.0
2020-05-29	Utrecht	26	3.0	23.0	2.0	408.0	3558	865.0
2020-05-29	Zeeland	29	0.0	12.0	0.0	65.0	686	150.0
2020-05-29	Zuid-Holland	28	15.0	41.0	2.0	1227.0	9911	2117.0
2020-05-30	Drenthe	22	0.0	0.0	0.0	40.0	507	116.0
2020-05-30	Flevoland	24	1.0	2.0	0.0	88.0	920	266.0
2020-05-30	Friesland	21	0.0	0.0	0.0	64.0	608	129.0
2020-05-30	Gelderland	25	2.0	32.0	0.0	666.0	5928	1489.0
2020-05-30	Groningen	20	0.0	1.0	0.0	17.0	348	74.0
2020-05-30	Limburg	31	2.0	6.0	1.0	732.0	4669	1552.0
2020-05-30	Noord-Brabant	30	2.0	24.0	0.0	1510.0	8967	2741.0
2020-05-30	Noord-Holland	27	1.0	21.0	3.0	798.0	6672	1619.0
2020-05-30	Overijssel	23	0.0	3.0	0.0	307.0	2977	548.0
2020-05-30	Utrecht	26	2.0	13.0	0.0	410.0	3571	865.0
2020-05-30	Zeeland	29	0.0	1.0	0.0	65.0	687	150.0
2020-05-30	Zuid-Holland	28	10.0	28.0	1.0	1237.0	9939	2118.0
2020-05-31	Drenthe	22	0.0	4.0	0.0	40.0	511	116.0
2020-05-31	Flevoland	24	0.0	6.0	0.0	88.0	926	266.0
2020-05-31	Friesland	21	0.0	0.0	0.0	64.0	608	129.0
2020-05-31	Gelderland	25	1.0	27.0	0.0	667.0	5955	1489.0
2020-05-31	Groningen	20	0.0	1.0	0.0	17.0	349	74.0
2020-05-31	Limburg	31	1.0	9.0	1.0	733.0	4678	1553.0
2020-05-31	Noord-Brabant	30	0.0	36.0	3.0	1510.0	9003	2744.0
2020-05-31	Noord-Holland	27	1.0	23.0	0.0	799.0	6695	1619.0
2020-05-31	Overijssel	23	0.0	4.0	0.0	307.0	2981	548.0
2020-05-31	Utrecht	26	0.0	37.0	0.0	410.0	3608	865.0
2020-05-31	Zeeland	29	1.0	5.0	0.0	66.0	692	150.0
2020-05-31	Zuid-Holland	28	1.0	31.0	3.0	1238.0	9970	2121.0
2020-06-01	Drenthe	22	0.0	0.0	0.0	40.0	511	116.0
2020-06-01	Flevoland	24	0.0	2.0	0.0	88.0	928	266.0
2020-06-01	Friesland	21	0.0	0.0	0.0	64.0	608	129.0
2020-06-01	Gelderland	25	0.0	21.0	2.0	667.0	5976	1491.0
2020-06-01	Groningen	20	0.0	0.0	0.0	17.0	349	74.0
2020-06-01	Limburg	31	2.0	9.0	2.0	735.0	4687	1555.0
2020-06-01	Noord-Brabant	30	0.0	7.0	1.0	1510.0	9010	2745.0
2020-06-01	Noord-Holland	27	1.0	11.0	0.0	800.0	6706	1619.0
2020-06-01	Overijssel	23	0.0	1.0	0.0	307.0	2982	548.0
2020-06-01	Utrecht	26	3.0	16.0	1.0	413.0	3624	866.0
2020-06-01	Zeeland	29	0.0	1.0	0.0	66.0	693	150.0
2020-06-01	Zuid-Holland	28	0.0	32.0	3.0	1238.0	10002	2124.0
2020-06-02	Drenthe	22	0.0	2.0	0.0	40.0	513	116.0
2020-06-02	Flevoland	24	0.0	0.0	0.0	88.0	928	266.0
2020-06-02	Friesland	21	0.0	0.0	0.0	64.0	608	129.0
2020-06-02	Gelderland	25	2.0	18.0	1.0	669.0	5994	1492.0
2020-06-02	Groningen	20	0.0	0.0	0.0	17.0	349	74.0
2020-06-02	Limburg	31	0.0	7.0	1.0	735.0	4694	1556.0
2020-06-02	Noord-Brabant	30	1.0	21.0	0.0	1511.0	9031	2745.0
2020-06-02	Noord-Holland	27	1.0	5.0	1.0	801.0	6711	1620.0
2020-06-02	Overijssel	23	0.0	0.0	-1.0	307.0	2982	547.0
2020-06-02	Utrecht	26	0.0	21.0	1.0	413.0	3645	867.0
2020-06-02	Zeeland	29	0.0	4.0	0.0	66.0	697	150.0
2020-06-02	Zuid-Holland	28	1.0	23.0	3.0	1239.0	10025	2127.0
2020-06-03	Drenthe	22	0.0	0.0	0.0	40.0	513	116.0
2020-06-03	Flevoland	24	1.0	2.0	-1.0	89.0	930	265.0
2020-06-03	Friesland	21	0.0	0.0	0.0	64.0	608	129.0
2020-06-03	Gelderland	25	1.0	9.0	1.0	670.0	6003	1493.0
2020-06-03	Groningen	20	0.0	0.0	0.0	17.0	349	74.0
2020-06-03	Limburg	31	1.0	9.0	0.0	736.0	4703	1556.0
2020-06-03	Noord-Brabant	30	0.0	17.0	0.0	1511.0	9048	2745.0
2020-06-03	Noord-Holland	27	1.0	7.0	0.0	802.0	6718	1620.0
2020-06-03	Overijssel	23	-1.0	0.0	-1.0	306.0	2982	546.0
2020-06-03	Utrecht	26	1.0	13.0	1.0	414.0	3658	868.0
2020-06-03	Zeeland	29	0.0	2.0	0.0	66.0	699	150.0
2020-06-03	Zuid-Holland	28	6.0	30.0	9.0	1245.0	10055	2136.0
2020-06-04	Drenthe	22	0.0	2.0	0.0	40.0	515	116.0
2020-06-04	Flevoland	24	0.0	8.0	0.0	89.0	938	265.0
2020-06-04	Friesland	21	1.0	3.0	1.0	65.0	611	130.0
2020-06-04	Gelderland	25	0.0	21.0	2.0	670.0	6024	1495.0
2020-06-04	Groningen	20	0.0	1.0	0.0	17.0	350	74.0
2020-06-04	Limburg	31	2.0	7.0	1.0	738.0	4710	1557.0
2020-06-04	Noord-Brabant	30	3.0	34.0	1.0	1514.0	9082	2746.0
2020-06-04	Noord-Holland	27	0.0	11.0	0.0	802.0	6729	1620.0
2020-06-04	Overijssel	23	1.0	5.0	1.0	307.0	2987	547.0
2020-06-04	Utrecht	26	1.0	30.0	0.0	415.0	3688	868.0
2020-06-04	Zeeland	29	1.0	6.0	0.0	67.0	705	150.0
2020-06-04	Zuid-Holland	28	3.0	67.0	6.0	1248.0	10122	2142.0
2020-06-05	Drenthe	22	0.0	3.0	0.0	40.0	518	116.0
2020-06-05	Flevoland	24	0.0	3.0	1.0	89.0	941	266.0
2020-06-05	Friesland	21	0.0	1.0	0.0	65.0	612	130.0
2020-06-05	Gelderland	25	1.0	35.0	2.0	671.0	6059	1497.0
2020-06-05	Groningen	20	0.0	0.0	0.0	17.0	350	74.0
2020-06-05	Limburg	31	0.0	18.0	1.0	738.0	4728	1558.0
2020-06-05	Noord-Brabant	30	3.0	41.0	2.0	1517.0	9123	2748.0
2020-06-05	Noord-Holland	27	2.0	11.0	0.0	804.0	6740	1620.0
2020-06-05	Overijssel	23	0.0	4.0	0.0	307.0	2991	547.0
2020-06-05	Utrecht	26	3.0	27.0	0.0	418.0	3715	868.0
2020-06-05	Zeeland	29	0.0	3.0	0.0	67.0	708	150.0
2020-06-05	Zuid-Holland	28	6.0	61.0	5.0	1254.0	10183	2147.0
2020-06-06	Drenthe	22	0.0	1.0	0.0	40.0	519	116.0
2020-06-06	Flevoland	24	0.0	4.0	0.0	89.0	945	266.0
2020-06-06	Friesland	21	0.0	0.0	0.0	65.0	612	130.0
2020-06-06	Gelderland	25	0.0	26.0	2.0	671.0	6085	1499.0
2020-06-06	Groningen	20	0.0	2.0	0.0	17.0	352	74.0
2020-06-06	Limburg	31	0.0	15.0	0.0	738.0	4743	1558.0
2020-06-06	Noord-Brabant	30	1.0	29.0	0.0	1518.0	9152	2748.0
2020-06-06	Noord-Holland	27	1.0	9.0	0.0	805.0	6749	1620.0
2020-06-06	Overijssel	23	0.0	7.0	0.0	307.0	2998	547.0
2020-06-06	Utrecht	26	0.0	18.0	0.0	418.0	3733	868.0
2020-06-06	Zeeland	29	0.0	1.0	0.0	67.0	709	150.0
2020-06-06	Zuid-Holland	28	4.0	68.0	1.0	1258.0	10251	2148.0
2020-06-07	Drenthe	22	0.0	4.0	0.0	40.0	523	116.0
2020-06-07	Flevoland	24	0.0	2.0	0.0	89.0	947	266.0
2020-06-07	Friesland	21	0.0	1.0	0.0	65.0	613	130.0
2020-06-07	Gelderland	25	0.0	30.0	0.0	671.0	6115	1499.0
2020-06-07	Groningen	20	0.0	0.0	0.0	17.0	352	74.0
2020-06-07	Limburg	31	1.0	14.0	0.0	739.0	4757	1558.0
2020-06-07	Noord-Brabant	30	0.0	20.0	0.0	1518.0	9172	2748.0
2020-06-07	Noord-Holland	27	0.0	82.0	4.0	805.0	6831	1624.0
2020-06-07	Overijssel	23	0.0	4.0	0.0	307.0	3002	547.0
2020-06-07	Utrecht	26	1.0	19.0	0.0	419.0	3752	868.0
2020-06-07	Zeeland	29	0.0	2.0	0.0	67.0	711	150.0
2020-06-07	Zuid-Holland	28	0.0	58.0	0.0	1258.0	10309	2148.0
2020-06-08	Drenthe	22	0.0	0.0	0.0	40.0	523	116.0
2020-06-08	Flevoland	24	0.0	0.0	0.0	89.0	947	266.0
2020-06-08	Friesland	21	0.0	1.0	0.0	65.0	614	130.0
2020-06-08	Gelderland	25	1.0	36.0	0.0	672.0	6151	1499.0
2020-06-08	Groningen	20	0.0	0.0	0.0	17.0	352	74.0
2020-06-08	Limburg	31	0.0	8.0	0.0	739.0	4765	1558.0
2020-06-08	Noord-Brabant	30	1.0	38.0	0.0	1519.0	9210	2748.0
2020-06-08	Noord-Holland	27	1.0	28.0	0.0	806.0	6859	1624.0
2020-06-08	Overijssel	23	0.0	4.0	1.0	307.0	3006	548.0
2020-06-08	Utrecht	26	0.0	13.0	2.0	419.0	3765	870.0
2020-06-08	Zeeland	29	0.0	0.0	0.0	67.0	711	150.0
2020-06-08	Zuid-Holland	28	0.0	38.0	2.0	1258.0	10347	2150.0
2020-06-09	Drenthe	22	0.0	0.0	0.0	40.0	523	116.0
2020-06-09	Flevoland	24	0.0	1.0	0.0	89.0	948	266.0
2020-06-09	Friesland	21	0.0	2.0	0.0	65.0	616	130.0
2020-06-09	Gelderland	25	0.0	20.0	0.0	672.0	6171	1499.0
2020-06-09	Groningen	20	0.0	0.0	0.0	17.0	352	74.0
2020-06-09	Limburg	31	3.0	11.0	1.0	742.0	4776	1559.0
2020-06-09	Noord-Brabant	30	0.0	22.0	1.0	1519.0	9232	2749.0
2020-06-09	Noord-Holland	27	3.0	15.0	1.0	809.0	6874	1625.0
2020-06-09	Overijssel	23	0.0	4.0	0.0	307.0	3010	548.0
2020-06-09	Utrecht	26	0.0	17.0	0.0	419.0	3782	870.0
2020-06-09	Zeeland	29	1.0	0.0	0.0	68.0	711	150.0
2020-06-09	Zuid-Holland	28	8.0	74.0	3.0	1266.0	10421	2153.0
2020-06-10	Drenthe	22	0.0	1.0	0.0	40.0	524	116.0
2020-06-10	Flevoland	24	0.0	3.0	1.0	89.0	951	267.0
2020-06-10	Friesland	21	0.0	1.0	0.0	65.0	617	130.0
2020-06-10	Gelderland	25	1.0	30.0	1.0	673.0	6201	1500.0
2020-06-10	Groningen	20	0.0	0.0	0.0	17.0	352	74.0
2020-06-10	Limburg	31	1.0	6.0	1.0	743.0	4782	1560.0
2020-06-10	Noord-Brabant	30	1.0	27.0	0.0	1520.0	9259	2749.0
2020-06-10	Noord-Holland	27	1.0	32.0	1.0	810.0	6906	1626.0
2020-06-10	Overijssel	23	1.0	4.0	0.0	308.0	3014	548.0
2020-06-10	Utrecht	26	0.0	23.0	1.0	419.0	3805	871.0
2020-06-10	Zeeland	29	0.0	5.0	0.0	68.0	716	150.0
2020-06-10	Zuid-Holland	28	6.0	50.0	-1.0	1272.0	10471	2152.0
2020-06-11	Drenthe	22	0.0	1.0	0.0	40.0	525	116.0
2020-06-11	Flevoland	24	0.0	1.0	0.0	89.0	952	267.0
2020-06-11	Friesland	21	0.0	2.0	0.0	65.0	619	130.0
2020-06-11	Gelderland	25	0.0	19.0	0.0	673.0	6220	1500.0
2020-06-11	Groningen	20	0.0	1.0	0.0	17.0	353	74.0
2020-06-11	Limburg	31	1.0	9.0	0.0	744.0	4791	1560.0
2020-06-11	Noord-Brabant	30	0.0	28.0	0.0	1520.0	9287	2749.0
2020-06-11	Noord-Holland	27	0.0	31.0	0.0	810.0	6937	1626.0
2020-06-11	Overijssel	23	0.0	2.0	0.0	308.0	3016	548.0
2020-06-11	Utrecht	26	2.0	14.0	0.0	421.0	3819	871.0
2020-06-11	Zeeland	29	0.0	1.0	0.0	68.0	717	150.0
2020-06-11	Zuid-Holland	28	-1.0	57.0	3.0	1271.0	10528	2155.0
2020-06-12	Drenthe	22	0.0	0.0	0.0	40.0	525	116.0
2020-06-12	Flevoland	24	0.0	3.0	0.0	89.0	955	267.0
2020-06-12	Friesland	21	0.0	4.0	0.0	65.0	623	130.0
2020-06-12	Gelderland	25	0.0	31.0	0.0	673.0	6251	1500.0
2020-06-12	Groningen	20	0.0	1.0	0.0	17.0	354	74.0
2020-06-12	Limburg	31	1.0	8.0	0.0	745.0	4799	1560.0
2020-06-12	Noord-Brabant	30	4.0	40.0	2.0	1524.0	9327	2751.0
2020-06-12	Noord-Holland	27	0.0	15.0	1.0	810.0	6952	1627.0
2020-06-12	Overijssel	23	0.0	1.0	0.0	308.0	3017	548.0
2020-06-12	Utrecht	26	2.0	21.0	1.0	423.0	3840	872.0
2020-06-12	Zeeland	29	0.0	1.0	0.0	68.0	718	150.0
2020-06-12	Zuid-Holland	28	2.0	83.0	1.0	1273.0	10611	2156.0
2020-06-13	Drenthe	22	0.0	0.0	0.0	40.0	525	116.0
2020-06-13	Flevoland	24	1.0	1.0	0.0	90.0	956	267.0
2020-06-13	Friesland	21	0.0	4.0	0.0	65.0	627	130.0
2020-06-13	Gelderland	25	1.0	21.0	2.0	674.0	6272	1502.0
2020-06-13	Groningen	20	0.0	0.0	0.0	17.0	354	74.0
2020-06-13	Limburg	31	0.0	12.0	0.0	745.0	4811	1560.0
2020-06-13	Noord-Brabant	30	0.0	34.0	0.0	1524.0	9361	2751.0
2020-06-13	Noord-Holland	27	0.0	32.0	1.0	810.0	6984	1628.0
2020-06-13	Overijssel	23	0.0	-1.0	0.0	308.0	3016	548.0
2020-06-13	Utrecht	26	0.0	10.0	3.0	423.0	3850	875.0
2020-06-13	Zeeland	29	0.0	3.0	0.0	68.0	721	150.0
2020-06-13	Zuid-Holland	28	2.0	53.0	2.0	1275.0	10664	2158.0
2020-06-14	Drenthe	22	0.0	3.0	0.0	40.0	528	116.0
2020-06-14	Flevoland	24	0.0	2.0	0.0	90.0	958	267.0
2020-06-14	Friesland	21	0.0	0.0	0.0	65.0	627	130.0
2020-06-14	Gelderland	25	1.0	18.0	1.0	675.0	6290	1503.0
2020-06-14	Groningen	20	0.0	2.0	0.0	17.0	356	74.0
2020-06-14	Limburg	31	1.0	9.0	0.0	746.0	4820	1560.0
2020-06-14	Noord-Brabant	30	0.0	21.0	2.0	1524.0	9382	2753.0
2020-06-14	Noord-Holland	27	0.0	21.0	1.0	810.0	7005	1629.0
2020-06-14	Overijssel	23	0.0	9.0	0.0	308.0	3025	548.0
2020-06-14	Utrecht	26	0.0	12.0	-1.0	423.0	3862	874.0
2020-06-14	Zeeland	29	0.0	1.0	0.0	68.0	722	150.0
2020-06-14	Zuid-Holland	28	0.0	41.0	3.0	1275.0	10705	2161.0
2020-06-15	Drenthe	22	0.0	1.0	0.0	40.0	529	116.0
2020-06-15	Flevoland	24	1.0	7.0	0.0	91.0	965	267.0
2020-06-15	Friesland	21	0.0	1.0	0.0	65.0	628	130.0
2020-06-15	Gelderland	25	1.0	40.0	0.0	676.0	6330	1503.0
2020-06-15	Groningen	20	0.0	0.0	0.0	17.0	356	74.0
2020-06-15	Limburg	31	1.0	2.0	0.0	747.0	4822	1560.0
2020-06-15	Noord-Brabant	30	2.0	11.0	1.0	1526.0	9393	2754.0
2020-06-15	Noord-Holland	27	0.0	24.0	0.0	810.0	7029	1629.0
2020-06-15	Overijssel	23	0.0	12.0	0.0	308.0	3037	548.0
2020-06-15	Utrecht	26	1.0	17.0	1.0	424.0	3879	875.0
2020-06-15	Zeeland	29	0.0	2.0	0.0	68.0	724	150.0
2020-06-15	Zuid-Holland	28	0.0	44.0	1.0	1275.0	10749	2162.0
2020-06-16	Drenthe	22	0.0	0.0	0.0	40.0	529	116.0
2020-06-16	Flevoland	24	0.0	1.0	0.0	91.0	966	267.0
2020-06-16	Friesland	21	0.0	0.0	0.0	65.0	628	130.0
2020-06-16	Gelderland	25	1.0	4.0	1.0	677.0	6334	1504.0
